SN,Suburb,Category,Business Name,Address,Postcode,Latitude,Longitude,Short Description,Contact Phone,Contact Email,Website,Rating,Reviews
415,"Laverton North, VIC",Motor Accessories,Radiant Exhausts Pty Ltd,"41 Little Boundary Rd, Laverton North VIC 3026",3029,-37.81741,144.81702,,(03) 9689 4360,,http://www.radiantexhausts.com.au,0.0,0
416,"Maribyrnong, VIC",Motor Accessories,Allphones,"120-200 Rosamond Rd, Maribyrnong VIC 3032",3029,-37.77,144.88,,0393186638,,http://www.allphones.com.au/,0.0,0
417,"Taylors Lakes, VIC",Motor Accessories,Image Auto Parts,"Unit 5, 399 Melton Hwy, Taylors Lakes VIC 3038",3029,-37.69569,144.77311,,(03) 8390 8839,,,0.0,0
418,"Point Cook, VIC",Shopping Centres,Point Cook Town Centre,"Main St and Murnong St, Point Cook VIC 3030",3030,-37.883178,144.735349,Featuring Over 120 Stores.,(03) 9394 6200,,http://www.pointcook.com.au,0.0,0
419,"Werribee, VIC",Shopping Centres,Werribee Plaza Shopping Centre,"Cnr Heaths & Derrimut Rds, Werribee VIC 3030",3030,-37.877611,144.682746,,(03) 9749 5111,,,0.0,0
420,"Point Cook, VIC",Shopping Centres,Thehaircarestore,"17/ 22-30 Wallace Ave, Point Cook VIC 3030",3030,-37.8732,144.745994,,(03) 8360 3600,,,0.0,0
421,"Werribee, VIC",Shopping Centres,Discount Direct,"Shop 27 Werribee Plaza, Cnr Derrimut & Heaths Rd, Werribee VIC 3030",3030,-37.877611,144.682746,,(03) 9748 0366,,,0.0,0
422,"Werribee, VIC",Shopping Centres,Werribee Plaza Shopping Centre  Market,"Cnr Heaths & Derrimut Rds, Werribee VIC 3030",3030,-37.877611,144.682746,,(03) 9749 5111,,,0.0,0
423,"Point Cook, VIC",Shopping Centres,Sanctuary Lakes Shopping Centre,"300 Point Cook Rd, Point Cook VIC 3030",3030,-37.89558,144.75329,,(03) 9395 1011,,,0.0,0
424,"Point Cook, VIC",Shopping Centres,Online Auctions Australia,"Ginger Line, Point Cook VIC 3030",3030,-37.9,144.74,,0390169102,,,0.0,0
425,"Laverton North, VIC",Shopping Centres,The Blue Oval Store,"22 Agosta Dr, Laverton North VIC 3026",3030,-37.82,144.8,,1300661377,sales@blueovalstore.com.au,http://www.blueovalstore.com.au/,0.0,0
426,"Altona Meadows, VIC",Shopping Centres,Central Square Shopping Centre,"1 Centre Ave, Altona Meadows VIC 3028",3030,-37.873523,144.776059,,(03) 9315 8999,,,0.0,0
427,"Deer Park, VIC",Shopping Centres,Go Easy Australia,"U1/ 25 Westwood Drv, Deer Park VIC 3023",3030,-37.759135,144.754031,,1300 766 469,,,0.0,0
428,"Wyndham Vale, VIC",Shopping Centres,Manor Lakes Central,"8 Manor Lakes Blv, Wyndham Vale VIC 3024",3030,-37.888665,144.617729,,(03) 9742 6696,,,0.0,0
429,"Tarneit, VIC",Shopping Centres,Shoppingferrett,Tarneit VIC 3029,3030,-37.847264,144.677758,,0404610249,,,0.0,0
430,"Prahran, VIC",Shopping Centres,Pran Central Shopping Centre,"325 Chapel St, Prahran VIC 3181",3030,-37.847239,144.993556,Centre of Attention,(03) 9521 2853,info@prancentral.com.au,http://www.prancentral.com.au,2.0,1
431,"Docklands, VIC",Shopping Centres,Spencer Outlet Centre,"Lvl 1/ 201 Spencer St, Docklands VIC 3008",3030,-37.816606,144.952012,Your One Stop Fashion destination!,(03) 8689 7577,info@spenceroutletcentre.com.au,http://www.spenceroutletcentre.com.au,0.0,0
432,"Chadstone, VIC",Shopping Centres,Chadstone The Fashion Capital,"1341 Dandenong Rd, Chadstone VIC 3148",3030,-37.88668,145.08071,,(03) 9563 3355,chadstone_mail@cfsgam.com.au,http://www.chadstoneshopping.com.au,4.0,1
433,"Melbourne, VIC",Shopping Centres,Block Arcade,"282 Collins St, Melbourne VIC 3000",3030,-37.81598,144.96466,,(03) 9654 5244,management@theblock.com.au,http://www.theblockarcade.com.au,4.2,6
434,"Camberwell, VIC",Shopping Centres,Camberwell Shopping Precinct,Camberwell VIC 3124,3030,-37.838876,145.073081,,(03) 9813 4190,kdaly@camberwellcentre.com.au,http://www.camberwellcentre.com.au,4.0,1
435,"Richmond, VIC",Shopping Centres,Victoria Gardens Shopping Centre,"Cnr Victoria & Burnley St 620 Victoria St, Richmond VIC 3121",3030,-37.81206,145.01078,,(03) 8420 1400,,http://www.vicgardens.com.au,3.3,5
436,"Geelong, VIC",Shopping Centres,Market Square Shopping Centre,"Cntr Management Cnr Malop & Moorabool Sts, Geelong VIC 3220",3030,-38.148195,144.360903,,(03) 5221 2411,marketsquare@au.knightfrank.com,http://www.marketsquaregeelong.com.au,0.0,0
437,"Essendon Fields, VIC",Shopping Centres,DFO Essendon,"100 Bulla Rd, Essendon Fields VIC 3041",3030,-37.73341,144.90511,,(03) 9937 7222,,http://www.dfo.com.au,3.5,4
438,"Malvern, VIC",Shopping Centres,Malvern Central Shopping Centre,"110-122 Wattletree Rd, Malvern VIC 3144",3030,-37.862977,145.027127,,(03) 9509 2288,,http://www.malverncentralshopping.com.au,3.0,3
439,"Melbourne, VIC",Shopping Centres,Australia On Collins,"260 Collins St, Melbourne VIC 3000",3030,-37.8158,144.96525,,(03) 9650 4355,,http://www.australiaoncollins.com.au,2.3,3
440,"South Wharf, VIC",Shopping Centres,DFO South Wharf,"20 Convention Centre Pl, South Wharf VIC 3006",3030,-37.824655,144.949999,,(03) 9099 1111,,http://www.dfo.com.au,4.0,7
441,"South Yarra, VIC",Shopping Centres,The Jam Factory,South Yarra VIC 3141,3030,-37.840259,144.991384,,(03) 9860 8505,,http://www.thejamfactory.com.au,3.8,6
442,"Corio, VIC",Shopping Centres,Corio Shopping Centre,"Cnr Bacchus Marsh & Purnell Rds, Corio VIC 3214",3030,-38.074165,144.358711,,(03) 5275 3111,corio_shopping_centre@cfsgam.com.au,http://www.corioshopping.com.au,0.0,0
443,"Ashburton, VIC",Shopping Centres,Carpet Bargains,"41 Fakenham Rd, Ashburton VIC 3147",3030,-37.86,145.08,,1800281092,admin@carpetbargainsdirect.com.au,http://carpetbargainsdirect.com.au/,0.0,0
444,"Brunswick East, VIC",Shopping Centres,Gaetanos Shoe Warehouse Outlet,"3057 St, Brunswick East VIC 3057",3030,-37.76,144.96,,0393806322,softstyle@aapt.net.au,http://www.gaetanositalianshoe.com.au/,0.0,0
445,"Port Melbourne, VIC",Shopping Centres,OKME,"Unit 16 345 Plummer St, Port Melbourne VIC 3207",3030,-37.83,144.92,,1800833769,chris.ward@okmart.com.au,http://www.okme.com.au/,0.0,0
446,"Cremorne, VIC",Shopping Centres,Look3d Eyeware,"Level 1 16 Palmer Pde, Cremorne VIC 3121",3030,-37.81,145.0,,0280604123,google@andmine.com,http://look3d.com,0.0,0
447,"St Kilda, VIC",Shopping Centres,Antsales,St Kilda VIC 3182,3030,-37.864259,144.983008,,0395254316,sales@antsales.com.au,http://www.antsales.com.au,0.0,0
448,"Melbourne, VIC",Shopping Centres,dealboard,"720 Collins Street St, Melbourne VIC 3000",3030,-37.81,144.96,,1300783865,kathryn.bottrell@yahoo.com,http://dealboard.info/,0.0,0
449,"Cheltenham, VIC",Shopping Centres,AusCause,Cheltenham VIC 3192,3030,-37.964318,145.065253,,0423664464,others@auscause.com.au,http://www.auscause.com.au/,0.0,0
450,"Melbourne, VIC",Shopping Centres,Budget Stamps,"375 Little Lonsdale Street St, Melbourne VIC 3000",3030,-37.81,144.95,,0396705158,enquiries@budgetstamps.com.au,http://www.budgetstamps.com.au/,0.0,0
451,"Laverton North, VIC",Shopping Centres,The Blue Oval Store,"22 Agosta Dr, Laverton North VIC 3026",3026,-37.82,144.8,,1300661377,sales@blueovalstore.com.au,http://www.blueovalstore.com.au/,0.0,0
452,"Altona Meadows, VIC",Shopping Centres,Central Square Shopping Centre,"1 Centre Ave, Altona Meadows VIC 3028",3026,-37.873523,144.776059,,(03) 9315 8999,,,0.0,0
453,"Point Cook, VIC",Shopping Centres,Point Cook Town Centre,"Main St and Murnong St, Point Cook VIC 3030",3026,-37.883178,144.735349,Featuring Over 120 Stores.,(03) 9394 6200,,http://www.pointcook.com.au,0.0,0
454,"Altona North, VIC",Shopping Centres,Altona Gate Shopping Centre,"124 Millers Rd, Altona North VIC 3025",3026,-37.82787,144.84751,,(03) 9316 2222,,http://www.altonagateshopping.com.au/,0.0,0
455,"Deer Park, VIC",Shopping Centres,Brimbank Central Shopping Centre,"Cnr Station & Neale Rds, Deer Park VIC 3023",3026,-37.752521,144.77768,,(03) 9363 5188,,http://www.brimbankcentralshopping.com.au,0.0,0
456,"Point Cook, VIC",Shopping Centres,Thehaircarestore,"17/ 22-30 Wallace Ave, Point Cook VIC 3030",3026,-37.8732,144.745994,,(03) 8360 3600,,,0.0,0
457,"Deer Park, VIC",Shopping Centres,Go Easy Australia,"U1/ 25 Westwood Drv, Deer Park VIC 3023",3026,-37.759135,144.754031,,1300 766 469,,,0.0,0
458,"Sunshine, VIC",Shopping Centres,Sunshine Plaza Shopping Centre,"Cnr Hampshire Rd & Service St, Sunshine VIC 3020",3026,-37.783029,144.832409,,(03) 9312 3555,,,0.0,0
459,"Sunshine, VIC",Shopping Centres,Sunshine Marketplace,"80 Harvester Rd, Sunshine VIC 3020",3026,-37.78153,144.83091,,(03) 9312 0566,,,0.0,0
460,"Point Cook, VIC",Shopping Centres,Sanctuary Lakes Shopping Centre,"300 Point Cook Rd, Point Cook VIC 3030",3026,-37.89558,144.75329,,(03) 9395 1011,,,0.0,0
461,"Braybrook, VIC",Shopping Centres,Central West Shopping Centre,"67 Ashley St, Braybrook VIC 3019",3026,-37.793264,144.861437,,(03) 9689 8333,,,0.0,0
462,"Point Cook, VIC",Shopping Centres,Online Auctions Australia,"Ginger Line, Point Cook VIC 3030",3026,-37.9,144.74,,0390169102,,,0.0,0
463,"Port Melbourne, VIC",Shopping Centres,OKME,"Unit 16 345 Plummer St, Port Melbourne VIC 3207",3026,-37.83,144.92,,1800833769,chris.ward@okmart.com.au,http://www.okme.com.au/,0.0,0
464,"Taylors Hill, VIC",Shopping Centres,Watervale Shopping Centre,"2- 14 Calder Park Drv, Taylors Hill VIC 3037",3026,-37.723283,144.751407,,(03) 9307 8194,,http://www.shopatwatervale.com.au,0.0,0
465,"Docklands, VIC",Shopping Centres,Harbour Town,"L 1 122 Studio Lane, Docklands VIC 3008",3026,-37.81,144.93,,0393288600,,http://www.harbourtownmelbourne.com.au,0.0,0
466,"Keilor Downs, VIC",Shopping Centres,Keilor Shopping Centre,"80 Taylors Rd, Keilor Downs VIC 3038",3026,-37.72988,144.81465,,(03) 9364 0444,,http://www.keilorshoppingcentre.com.au,0.0,0
467,"Maribyrnong, VIC",Shopping Centres,Highpoint Shopping Centre,"200 Rosamond Rd, Maribyrnong VIC 3032",3026,-37.7733,144.88609,,(03) 9318 1699,,,4.0,8
468,"Werribee, VIC",Shopping Centres,Werribee Plaza Shopping Centre,"Cnr Heaths & Derrimut Rds, Werribee VIC 3030",3026,-37.877611,144.682746,,(03) 9749 5111,,,0.0,0
469,"Maribyrnong, VIC",Shopping Centres,Homemaker City,"179 Rosamond Rd, Maribyrnong VIC 3032",3026,-37.77144,144.8844,,(03) 9318 1699,,,0.0,0
470,"Werribee, VIC",Shopping Centres,Discount Direct,"Shop 27 Werribee Plaza, Cnr Derrimut & Heaths Rd, Werribee VIC 3030",3026,-37.877611,144.682746,,(03) 9748 0366,,,0.0,0
471,"Werribee, VIC",Shopping Centres,Werribee Plaza Shopping Centre  Market,"Cnr Heaths & Derrimut Rds, Werribee VIC 3030",3026,-37.877611,144.682746,,(03) 9749 5111,,,0.0,0
472,"Maribyrnong, VIC",Shopping Centres,Homemaker City,"High Point Shopping Centre, 120-200 Rosamond Road, Maribyrnong VIC 3032",3026,-37.7733,144.88609,,(03) 9318 1699,,,0.0,0
473,"Keilor East, VIC",Shopping Centres,Milleara Shopping Centre,"Cnr Milleara Rd and Buckley St, Keilor East VIC 3033",3026,-37.750137,144.861162,,(03) 9331 1255,,,0.0,0
474,"Maribyrnong, VIC",Shopping Centres,Ruby Highpoint Shopping Cntre,"1 Warrs Rd, Maribyrnong VIC 3032",3026,-37.76,144.89,,0393170822,,,0.0,0
475,"Tarneit, VIC",Shopping Centres,Shoppingferrett,Tarneit VIC 3029,3026,-37.847264,144.677758,,0404610249,,,0.0,0
476,"Ascot Vale, VIC",Shopping Centres,Old World Replica Antiques,"534 Mount Alexander Rd, Ascot Vale VIC 3032",3026,-37.77,144.92,,0393720911,,,0.0,0
477,"Prahran, VIC",Shopping Centres,Pran Central Shopping Centre,"325 Chapel St, Prahran VIC 3181",3026,-37.847239,144.993556,Centre of Attention,(03) 9521 2853,info@prancentral.com.au,http://www.prancentral.com.au,2.0,1
478,"Docklands, VIC",Shopping Centres,Spencer Outlet Centre,"Lvl 1/ 201 Spencer St, Docklands VIC 3008",3026,-37.816606,144.952012,Your One Stop Fashion destination!,(03) 8689 7577,info@spenceroutletcentre.com.au,http://www.spenceroutletcentre.com.au,0.0,0
479,"Melbourne, VIC",Shopping Centres,Block Arcade,"282 Collins St, Melbourne VIC 3000",3026,-37.81598,144.96466,,(03) 9654 5244,management@theblock.com.au,http://www.theblockarcade.com.au,4.2,6
480,"Essendon Fields, VIC",Shopping Centres,DFO Essendon,"100 Bulla Rd, Essendon Fields VIC 3041",3026,-37.73341,144.90511,,(03) 9937 7222,,http://www.dfo.com.au,3.5,4
481,"Melbourne, VIC",Shopping Centres,Australia On Collins,"260 Collins St, Melbourne VIC 3000",3026,-37.8158,144.96525,,(03) 9650 4355,,http://www.australiaoncollins.com.au,2.3,3
482,"South Wharf, VIC",Shopping Centres,DFO South Wharf,"20 Convention Centre Pl, South Wharf VIC 3006",3026,-37.824655,144.949999,,(03) 9099 1111,,http://www.dfo.com.au,4.0,7
483,"South Yarra, VIC",Shopping Centres,The Jam Factory,South Yarra VIC 3141,3026,-37.840259,144.991384,,(03) 9860 8505,,http://www.thejamfactory.com.au,3.8,6
484,"Brunswick East, VIC",Shopping Centres,Gaetanos Shoe Warehouse Outlet,"3057 St, Brunswick East VIC 3057",3026,-37.76,144.96,,0393806322,softstyle@aapt.net.au,http://www.gaetanositalianshoe.com.au/,0.0,0
485,"Tarneit, VIC",Shopping Centres,Shoppingferrett,Tarneit VIC 3029,3029,-37.847264,144.677758,,0404610249,,,0.0,0
486,"Point Cook, VIC",Shopping Centres,Point Cook Town Centre,"Main St and Murnong St, Point Cook VIC 3030",3029,-37.883178,144.735349,Featuring Over 120 Stores.,(03) 9394 6200,,http://www.pointcook.com.au,0.0,0
487,"Laverton North, VIC",Shopping Centres,The Blue Oval Store,"22 Agosta Dr, Laverton North VIC 3026",3029,-37.82,144.8,,1300661377,sales@blueovalstore.com.au,http://www.blueovalstore.com.au/,0.0,0
488,"Werribee, VIC",Shopping Centres,Werribee Plaza Shopping Centre,"Cnr Heaths & Derrimut Rds, Werribee VIC 3030",3029,-37.877611,144.682746,,(03) 9749 5111,,,0.0,0
489,"Point Cook, VIC",Shopping Centres,Thehaircarestore,"17/ 22-30 Wallace Ave, Point Cook VIC 3030",3029,-37.8732,144.745994,,(03) 8360 3600,,,0.0,0
490,"Werribee, VIC",Shopping Centres,Discount Direct,"Shop 27 Werribee Plaza, Cnr Derrimut & Heaths Rd, Werribee VIC 3030",3029,-37.877611,144.682746,,(03) 9748 0366,,,0.0,0
491,"Altona Meadows, VIC",Shopping Centres,Central Square Shopping Centre,"1 Centre Ave, Altona Meadows VIC 3028",3029,-37.873523,144.776059,,(03) 9315 8999,,,0.0,0
492,"Werribee, VIC",Shopping Centres,Werribee Plaza Shopping Centre  Market,"Cnr Heaths & Derrimut Rds, Werribee VIC 3030",3029,-37.877611,144.682746,,(03) 9749 5111,,,0.0,0
493,"Deer Park, VIC",Shopping Centres,Go Easy Australia,"U1/ 25 Westwood Drv, Deer Park VIC 3023",3029,-37.759135,144.754031,,1300 766 469,,,0.0,0
494,"Wyndham Vale, VIC",Shopping Centres,Manor Lakes Central,"8 Manor Lakes Blv, Wyndham Vale VIC 3024",3029,-37.888665,144.617729,,(03) 9742 6696,,,0.0,0
495,"Point Cook, VIC",Shopping Centres,Sanctuary Lakes Shopping Centre,"300 Point Cook Rd, Point Cook VIC 3030",3029,-37.89558,144.75329,,(03) 9395 1011,,,0.0,0
496,"Point Cook, VIC",Shopping Centres,Online Auctions Australia,"Ginger Line, Point Cook VIC 3030",3029,-37.9,144.74,,0390169102,,,0.0,0
497,"Essendon Fields, VIC",Shopping Centres,DFO Essendon,"100 Bulla Rd, Essendon Fields VIC 3041",3029,-37.73341,144.90511,,(03) 9937 7222,,http://www.dfo.com.au,3.5,4
498,"Port Melbourne, VIC",Shopping Centres,OKME,"Unit 16 345 Plummer St, Port Melbourne VIC 3207",3029,-37.83,144.92,,1800833769,chris.ward@okmart.com.au,http://www.okme.com.au/,0.0,0
499,"Altona North, VIC",Shopping Centres,Altona Gate Shopping Centre,"124 Millers Rd, Altona North VIC 3025",3029,-37.82787,144.84751,,(03) 9316 2222,,http://www.altonagateshopping.com.au/,0.0,0
500,"Taylors Hill, VIC",Shopping Centres,Watervale Shopping Centre,"2- 14 Calder Park Drv, Taylors Hill VIC 3037",3029,-37.723283,144.751407,,(03) 9307 8194,,http://www.shopatwatervale.com.au,0.0,0
501,"Deer Park, VIC",Shopping Centres,Brimbank Central Shopping Centre,"Cnr Station & Neale Rds, Deer Park VIC 3023",3029,-37.752521,144.77768,,(03) 9363 5188,,http://www.brimbankcentralshopping.com.au,0.0,0
502,"Airport West, VIC",Shopping Centres,Westfield Airport West,"29-35 Louis St, Airport West VIC 3042",3029,-37.714442,144.88857,,(03) 9338 4244,,http://www.westfield.com.au/airportwest,0.0,0
503,"Docklands, VIC",Shopping Centres,Harbour Town,"L 1 122 Studio Lane, Docklands VIC 3008",3029,-37.81,144.93,,0393288600,,http://www.harbourtownmelbourne.com.au,0.0,0
504,"Keilor Downs, VIC",Shopping Centres,Keilor Shopping Centre,"80 Taylors Rd, Keilor Downs VIC 3038",3029,-37.72988,144.81465,,(03) 9364 0444,,http://www.keilorshoppingcentre.com.au,0.0,0
505,"Maribyrnong, VIC",Shopping Centres,Highpoint Shopping Centre,"200 Rosamond Rd, Maribyrnong VIC 3032",3029,-37.7733,144.88609,,(03) 9318 1699,,,4.0,8
506,"Maribyrnong, VIC",Shopping Centres,Homemaker City,"179 Rosamond Rd, Maribyrnong VIC 3032",3029,-37.77144,144.8844,,(03) 9318 1699,,,0.0,0
507,"Maribyrnong, VIC",Shopping Centres,Homemaker City,"High Point Shopping Centre, 120-200 Rosamond Road, Maribyrnong VIC 3032",3029,-37.7733,144.88609,,(03) 9318 1699,,,0.0,0
508,"Sunshine, VIC",Shopping Centres,Sunshine Plaza Shopping Centre,"Cnr Hampshire Rd & Service St, Sunshine VIC 3020",3029,-37.783029,144.832409,,(03) 9312 3555,,,0.0,0
509,"Keilor East, VIC",Shopping Centres,Milleara Shopping Centre,"Cnr Milleara Rd and Buckley St, Keilor East VIC 3033",3029,-37.750137,144.861162,,(03) 9331 1255,,,0.0,0
510,"Essendon, VIC",Shopping Centres,Ultimate Inspiration,Essendon VIC 3040,3029,-37.749572,144.909233,,1300 653 148,,,0.0,0
511,"Sunshine, VIC",Shopping Centres,Sunshine Marketplace,"80 Harvester Rd, Sunshine VIC 3020",3029,-37.78153,144.83091,,(03) 9312 0566,,,0.0,0
512,"Maribyrnong, VIC",Shopping Centres,Ruby Highpoint Shopping Cntre,"1 Warrs Rd, Maribyrnong VIC 3032",3029,-37.76,144.89,,0393170822,,,0.0,0
513,"Melton, VIC",Shopping Centres,The Horse Shed Shop Aust Pty Ltd,"U 2/ 3 Industrial Drv, Melton VIC 3337",3029,-37.691326,144.596396,,(03) 8746 2497,,,0.0,0
514,"Braybrook, VIC",Shopping Centres,Central West Shopping Centre,"67 Ashley St, Braybrook VIC 3019",3029,-37.793264,144.861437,,(03) 9689 8333,,,0.0,0
515,"Ascot Vale, VIC",Shopping Centres,Old World Replica Antiques,"534 Mount Alexander Rd, Ascot Vale VIC 3032",3029,-37.77,144.92,,0393720911,,,0.0,0
516,"Prahran, VIC",Shopping Centres,Pran Central Shopping Centre,"325 Chapel St, Prahran VIC 3181",3029,-37.847239,144.993556,Centre of Attention,(03) 9521 2853,info@prancentral.com.au,http://www.prancentral.com.au,2.0,1
517,"Docklands, VIC",Shopping Centres,Spencer Outlet Centre,"Lvl 1/ 201 Spencer St, Docklands VIC 3008",3029,-37.816606,144.952012,Your One Stop Fashion destination!,(03) 8689 7577,info@spenceroutletcentre.com.au,http://www.spenceroutletcentre.com.au,0.0,0
518,"Melbourne, VIC",Shopping Centres,Block Arcade,"282 Collins St, Melbourne VIC 3000",3029,-37.81598,144.96466,,(03) 9654 5244,management@theblock.com.au,http://www.theblockarcade.com.au,4.2,6
